,model_name,mode,image_type,epoch,learning_rate,batch_size,batch_index,loss_batch,avg_train_loss_till_current_batch,avg_train_acc_till_current_batch,avg_val_loss_till_current_batch,avg_val_acc_till_current_batch
0,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,1,0.6848783493041992,0.6848783493041992,0.59375,,
1,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,2,0.7784472703933716,0.7316628098487854,0.53125,,
2,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,3,0.6982896327972412,0.7205384174982706,0.5208333333333334,,
3,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,4,0.6938406229019165,0.7138639688491821,0.5,,
4,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,5,0.7050386071205139,0.7120988965034485,0.49375,,
5,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,6,0.6988762021064758,0.709895114103953,0.484375,,
6,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,7,0.6760169267654419,0.7050553730555943,0.5044642857142857,,
7,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,8,0.7106653451919556,0.7057566195726395,0.50390625,,
8,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,9,0.7273038625717163,0.708150757683648,0.5,,
9,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,10,0.7039744853973389,0.7077331304550171,0.496875,,
10,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,11,0.6948463916778564,0.7065616087480024,0.4943181818181818,,
11,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,12,0.7066494226455688,0.7065689265727997,0.484375,,
12,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,13,0.6909222602844238,0.7053653368583093,0.4879807692307692,,
13,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,14,0.6943795680999756,0.7045806390898568,0.484375,,
14,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,15,0.6805935502052307,0.7029814998308818,0.49375,,
15,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,16,0.6654617786407471,0.7006365172564983,0.501953125,,
16,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,17,0.7566587924957275,0.7039319452117471,0.49816176470588236,,
17,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,18,0.7495801448822021,0.7064679563045502,0.4947916666666667,,
18,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,19,0.7249916791915894,0.7074428890880785,0.4901315789473684,,
19,n_heads=8_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=768,train,original,1,0.001,32,20,0.6937260627746582,0.7067570477724076,0.4921875,,
