,model_name,mode,image_type,epoch,learning_rate,batch_size,batch_index,loss_batch,avg_train_loss_till_current_batch,avg_train_acc_till_current_batch,avg_val_loss_till_current_batch,avg_val_acc_till_current_batch
0,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,1,0.7132503986358643,0.7132503986358643,0.46875,,
1,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,2,0.6896928548812866,0.7014716267585754,0.5625,,
2,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,3,0.7050915956497192,0.7026782830556234,0.53125,,
3,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,4,0.7039315700531006,0.7029916048049927,0.5,,
4,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,5,0.6938703060150146,0.7011673450469971,0.48125,,
5,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,6,0.6967082023620605,0.7004241545995077,0.4791666666666667,,
6,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,7,0.6920733451843262,0.6992311818259103,0.47767857142857145,,
7,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,8,0.6912075281143188,0.6982282251119614,0.484375,,
8,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,9,0.6824055910110474,0.6964701546563042,0.4930555555555556,,
9,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,10,0.6930955648422241,0.6961326956748962,0.496875,,
10,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,11,0.7590514421463013,0.7018525817177512,0.48295454545454547,,
11,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,12,0.6880713105201721,0.7007041424512863,0.4869791666666667,,
12,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,13,0.6886547803878784,0.6997772684464088,0.5,,
13,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,14,0.6910786628723145,0.6991559394768306,0.5111607142857143,,
14,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,15,0.6900150775909424,0.6985465486844381,0.51875,,
15,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,16,0.7005434036254883,0.6986713521182537,0.5078125,,
16,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,17,0.688176691532135,0.6980540191425997,0.5110294117647058,,
17,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,18,0.6943770051002502,0.6978497405846914,0.5086805555555556,,
18,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,19,0.6813551187515259,0.6969816025934721,0.5115131578947368,,
19,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,20,0.717481791973114,0.6980066120624542,0.50625,,
20,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,21,0.7099804878234863,0.6985767966225034,0.5014880952380952,,
21,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,22,0.6872953176498413,0.698064002123746,0.5028409090909091,,
22,n_heads=12_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,23,0.6937322616577148,0.6978756655817446,0.501358695652174,,
