,model_name,mode,image_type,epoch,learning_rate,batch_size,batch_index,loss_batch,avg_train_loss_till_current_batch,avg_train_acc_till_current_batch,avg_val_loss_till_current_batch,avg_val_acc_till_current_batch
0,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,1,0.712970495223999,0.712970495223999,0.46875,,
1,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,2,0.7058641314506531,0.709417313337326,0.40625,,
2,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,3,0.7075304985046387,0.7087883750597636,0.4270833333333333,,
3,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,4,0.6872533559799194,0.7034046202898026,0.46875,,
4,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,5,0.7089773416519165,0.7045191645622253,0.45,,
5,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,6,0.6935471892356873,0.7026905020078024,0.4635416666666667,,
6,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,7,0.6943228244781494,0.7014951195035662,0.45535714285714285,,
7,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,8,0.693621039390564,0.7005108594894409,0.45703125,,
8,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,9,0.6892693638801575,0.6992618044217428,0.46875,,
9,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,10,0.6889029741287231,0.6982259213924408,0.475,,
10,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,11,0.7255305051803589,0.7007081562822516,0.4630681818181818,,
11,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,12,0.6927952170372009,0.7000487446784973,0.46875,,
12,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,13,0.6855522394180298,0.6989336288892306,0.4831730769230769,,
13,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,14,0.68955397605896,0.6982636536870684,0.48660714285714285,,
14,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,15,0.6894382834434509,0.6976752956708272,0.4895833333333333,,
15,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,16,0.7113195061683655,0.6985280588269234,0.48046875,,
16,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,17,0.694969654083252,0.698318740900825,0.47610294117647056,,
17,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,18,0.6885408163070679,0.6977755228678385,0.4756944444444444,,
18,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,19,0.6804364919662476,0.6968629422940706,0.48026315789473684,,
19,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,20,0.7162181735038757,0.6978307038545608,0.4765625,,
20,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,21,0.702126145362854,0.6980352486882891,0.4732142857142857,,
21,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,22,0.6859026551246643,0.6974837671626698,0.48011363636363635,,
22,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,23,0.6932172775268555,0.6972982676132865,0.48097826086956524,,
23,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,24,0.6884811520576477,0.6969308877984682,0.484375,,
24,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,25,0.6872249245643616,0.696542649269104,0.48875,,
25,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,26,0.6846871972084045,0.6960866703436925,0.5,,
26,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,27,0.6875707507133484,0.695771265912939,0.5046296296296297,,
27,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,28,0.6770281791687012,0.6951018699577877,0.5066964285714286,,
28,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,29,0.675706684589386,0.6944330704623255,0.5053879310344828,,
29,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,30,0.6396880149841309,0.692608235279719,0.5104166666666666,,
30,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,31,0.628254771232605,0.6905323170846508,0.5131048387096774,,
31,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,32,0.5769562125205994,0.6869830638170242,0.515625,,
32,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,33,0.6171846389770508,0.6848679600339947,0.5246212121212122,,
33,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,34,0.6299569010734558,0.6832529288880965,0.5284926470588235,,
34,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,35,0.5663636922836304,0.6799132364136832,0.5357142857142857,,
35,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,36,0.5886245965957642,0.6773774408631854,0.5425347222222222,,
36,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,37,0.9827091693878174,0.6856296497422296,0.5396959459459459,,
37,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,38,0.6786916255950928,0.6854470701594102,0.5394736842105263,,
38,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,39,0.642256498336792,0.6843396195998559,0.5416666666666666,,
39,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,40,0.6030129790306091,0.6823064535856247,0.5453125,,
40,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,41,0.5869432091712952,0.6799805207950312,0.5503048780487805,,
41,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,42,0.6563626527786255,0.6794181906041645,0.5505952380952381,,
42,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,43,0.6792950630187988,0.6794153271719466,0.5515988372093024,,
43,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,44,0.7756388187408447,0.6816022247076035,0.5490056818181818,,
44,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,45,0.6209298372268677,0.6802539494302537,0.5506944444444445,,
45,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,46,0.5997888445854187,0.6785047080205835,0.5536684782608695,,
46,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,47,0.661771297454834,0.6781486780085462,0.5545212765957447,,
47,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,48,0.6434063911437988,0.6774248803655306,0.5553385416666666,,
48,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,49,0.5377591848373413,0.6745745600486288,0.5612244897959183,,
49,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,50,0.6787916421890259,0.6746589016914367,0.5625,,
50,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,51,0.7915754318237305,0.6769513826744229,0.5618872549019608,,
51,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,52,0.5631588101387024,0.674763063971813,0.5655048076923077,,
52,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,53,0.5685579776763916,0.6727591944190691,0.5683962264150944,,
53,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,54,0.6677951812744141,0.6726672682497237,0.5700231481481481,,
54,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,55,0.44846656918525696,0.668590891903097,0.575,,
55,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,56,0.5129997730255127,0.6658124790659973,0.5797991071428571,,
56,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,57,0.4827512800693512,0.6626008790836,0.5838815789473685,,
57,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,58,0.5082187652587891,0.6599391185004135,0.5867456896551724,,
58,n_heads=4_depth=1_learning_rate=0.001_weight_decay=0.03_embed_dim=384,train,original,1,0.001,32,59,0.6398299932479858,0.6595982858690165,0.5873940677966102,,
